N,e^delta,LemmaBound_NoMollifier,LemmaBound_Mollifier2,LemmaBound_Mollifier3,LemmaBound_Mollifier5,TriangleBound_NoMollifier,TriangleBound_Mollifier2,TriangleBound_Mollifier3,TriangleBound_Mollifier5
511,1.000000191490,-0.35259,0.16828,0.33777,0.39411,-0.58110,0.03477,0.23585,0.30309
512,1.000000190742,-0.35156,0.16922,0.33861,0.39492,-0.57970,0.03599,0.23692,0.30411
513,1.000000189999,-0.35054,0.16981,0.33928,0.39555,-0.57831,0.03679,0.23778,0.30491
514,1.000000189261,-0.34951,0.17076,0.34012,0.39636,-0.57692,0.03800,0.23884,0.30593
515,1.000000188526,-0.34849,0.17135,0.34056,0.39689,-0.57553,0.03880,0.23943,0.30662
516,1.000000187796,-0.34747,0.17228,0.34151,0.39784,-0.57415,0.04000,0.24062,0.30780
517,1.000000187071,-0.34646,0.17287,0.34195,0.39822,-0.57277,0.04079,0.24121,0.30831
518,1.000000186349,-0.34544,0.17380,0.34278,0.39902,-0.57140,0.04199,0.24226,0.30931
519,1.000000185632,-0.34443,0.17439,0.34344,0.39964,-0.57003,0.04277,0.24311,0.31010
520,1.000000184918,-0.34342,0.17531,0.34426,0.40048,-0.56866,0.04397,0.24415,0.31115
521,1.000000184209,-0.34242,0.17589,0.34469,0.40086,-0.56730,0.04475,0.24473,0.31165
522,1.000000183504,-0.34141,0.17682,0.34563,0.40179,-0.56594,0.04593,0.24590,0.31281
523,1.000000182803,-0.34041,0.17739,0.34606,0.40217,-0.56458,0.04671,0.24648,0.31331
524,1.000000182106,-0.33941,0.17831,0.34688,0.40295,-0.56323,0.04789,0.24751,0.31430
525,1.000000181413,-0.33842,0.17889,0.34753,0.40365,-0.56188,0.04866,0.24835,0.31518
526,1.000000180724,-0.33742,0.17980,0.34834,0.40443,-0.56054,0.04983,0.24937,0.31615
527,1.000000180038,-0.33643,0.18037,0.34877,0.40480,-0.55919,0.05060,0.24994,0.31665
528,1.000000179357,-0.33544,0.18128,0.34969,0.40572,-0.55786,0.05177,0.25109,0.31779
529,1.000000178679,-0.33445,0.18185,0.35011,0.40609,-0.55652,0.05253,0.25166,0.31829
530,1.000000178006,-0.33347,0.18276,0.35092,0.40691,-0.55519,0.05369,0.25267,0.31930
531,1.000000177336,-0.33248,0.18333,0.35156,0.40751,-0.55386,0.05445,0.25350,0.32007
532,1.000000176670,-0.33150,0.18422,0.35236,0.40827,-0.55254,0.05560,0.25450,0.32103
533,1.000000176008,-0.33052,0.18479,0.35278,0.40865,-0.55122,0.05636,0.25507,0.32152
534,1.000000175349,-0.32955,0.18568,0.35368,0.40955,-0.54990,0.05751,0.25620,0.32264
535,1.000000174694,-0.32857,0.18625,0.35410,0.41005,-0.54859,0.05826,0.25676,0.32329
536,1.000000174043,-0.32760,0.18714,0.35489,0.41081,-0.54727,0.05940,0.25775,0.32424
537,1.000000173395,-0.32663,0.18770,0.35553,0.41140,-0.54597,0.06015,0.25856,0.32499
538,1.000000172751,-0.32567,0.18858,0.35631,0.41216,-0.54466,0.06129,0.25955,0.32594
539,1.000000172111,-0.32470,0.18914,0.35673,0.41253,-0.54336,0.06203,0.26011,0.32643
540,1.000000171474,-0.32374,0.19002,0.35762,0.41343,-0.54206,0.06316,0.26122,0.32754
541,1.000000170840,-0.32278,0.19058,0.35804,0.41380,-0.54077,0.06390,0.26177,0.32803
542,1.000000170211,-0.32182,0.19145,0.35881,0.41454,-0.53948,0.06502,0.26275,0.32896
543,1.000000169584,-0.32087,0.19201,0.35943,0.41513,-0.53819,0.06576,0.26355,0.32970
544,1.000000168961,-0.31991,0.19288,0.36021,0.41587,-0.53691,0.06688,0.26452,0.33063
545,1.000000168342,-0.31896,0.19343,0.36062,0.41636,-0.53563,0.06762,0.26507,0.33127
546,1.000000167726,-0.31801,0.19430,0.36150,0.41723,-0.53435,0.06872,0.26616,0.33234
547,1.000000167113,-0.31706,0.19485,0.36191,0.41760,-0.53308,0.06946,0.26671,0.33282
548,1.000000166504,-0.31612,0.19571,0.36267,0.41833,-0.53180,0.07056,0.26767,0.33374
549,1.000000165898,-0.31518,0.19626,0.36329,0.41891,-0.53054,0.07129,0.26845,0.33447
550,1.000000165295,-0.31424,0.19712,0.36405,0.41967,-0.52927,0.07238,0.26941,0.33542
551,1.000000164695,-0.31330,0.19766,0.36446,0.42003,-0.52801,0.07311,0.26995,0.33590
552,1.000000164099,-0.31236,0.19851,0.36532,0.42089,-0.52675,0.07420,0.27102,0.33695
553,1.000000163506,-0.31143,0.19906,0.36572,0.42125,-0.52550,0.07492,0.27156,0.33743
554,1.000000162917,-0.31049,0.19991,0.36648,0.42197,-0.52424,0.07600,0.27251,0.33833
555,1.000000162330,-0.30956,0.20045,0.36708,0.42261,-0.52300,0.07673,0.27328,0.33914
556,1.000000161747,-0.30864,0.20129,0.36783,0.42333,-0.52175,0.07780,0.27422,0.34003
557,1.000000161166,-0.30771,0.20183,0.36823,0.42369,-0.52051,0.07852,0.27475,0.34050
558,1.000000160589,-0.30679,0.20267,0.36908,0.42453,-0.51927,0.07959,0.27581,0.34154
559,1.000000160015,-0.30586,0.20321,0.36948,0.42488,-0.51803,0.08030,0.27634,0.34201
560,1.000000159444,-0.30495,0.20404,0.37022,0.42563,-0.51680,0.08137,0.27727,0.34294
561,1.000000158876,-0.30403,0.20458,0.37082,0.42619,-0.51557,0.08208,0.27803,0.34364
562,1.000000158311,-0.30311,0.20541,0.37156,0.42690,-0.51434,0.08314,0.27895,0.34452
563,1.000000157749,-0.30220,0.20594,0.37196,0.42725,-0.51312,0.08385,0.27948,0.34499
564,1.000000157190,-0.30129,0.20677,0.37279,0.42808,-0.51189,0.08490,0.28051,0.34601
565,1.000000156634,-0.30038,0.20730,0.37319,0.42855,-0.51068,0.08560,0.28104,0.34661
566,1.000000156081,-0.29947,0.20812,0.37392,0.42925,-0.50946,0.08665,0.28196,0.34748
567,1.000000155531,-0.29857,0.20865,0.37450,0.42980,-0.50825,0.08735,0.28270,0.34818
568,1.000000154984,-0.29766,0.20947,0.37523,0.43049,-0.50704,0.08839,0.28361,0.34904
569,1.000000154440,-0.29676,0.21000,0.37563,0.43084,-0.50583,0.08909,0.28413,0.34950
570,1.000000153898,-0.29586,0.21081,0.37644,0.43167,-0.50463,0.09013,0.28515,0.35052
571,1.000000153360,-0.29496,0.21133,0.37684,0.43202,-0.50343,0.09082,0.28567,0.35098
572,1.000000152824,-0.29407,0.21214,0.37756,0.43271,-0.50223,0.09185,0.28657,0.35184
573,1.000000152291,-0.29318,0.21267,0.37814,0.43325,-0.50104,0.09255,0.28731,0.35252
574,1.000000151761,-0.29228,0.21347,0.37885,0.43394,-0.49984,0.09357,0.28820,0.35337
575,1.000000151234,-0.29140,0.21399,0.37924,0.43440,-0.49866,0.09426,0.28872,0.35396
576,1.000000150709,-0.29051,0.21480,0.38005,0.43520,-0.49747,0.09528,0.28972,0.35495
577,1.000000150187,-0.28962,0.21531,0.38044,0.43555,-0.49629,0.09597,0.29023,0.35540
578,1.000000149668,-0.28874,0.21611,0.38115,0.43622,-0.49511,0.09698,0.29111,0.35624
579,1.000000149151,-0.28786,0.21663,0.38172,0.43676,-0.49393,0.09766,0.29184,0.35691
580,1.000000148637,-0.28698,0.21742,0.38242,0.43747,-0.49276,0.09867,0.29272,0.35779
581,1.000000148126,-0.28610,0.21794,0.38281,0.43781,-0.49158,0.09935,0.29323,0.35824
582,1.000000147617,-0.28522,0.21873,0.38360,0.43860,-0.49041,0.10035,0.29421,0.35920
583,1.000000147111,-0.28435,0.21924,0.38399,0.43894,-0.48925,0.10103,0.29472,0.35965
584,1.000000146608,-0.28348,0.22003,0.38469,0.43961,-0.48809,0.10203,0.29559,0.36048
585,1.000000146107,-0.28261,0.22054,0.38525,0.44020,-0.48693,0.10270,0.29630,0.36122
586,1.000000145609,-0.28174,0.22132,0.38594,0.44086,-0.48577,0.10370,0.29717,0.36205
587,1.000000145113,-0.28087,0.22183,0.38632,0.44120,-0.48461,0.10437,0.29767,0.36249
588,1.000000144620,-0.28001,0.22261,0.38710,0.44198,-0.48346,0.10535,0.29864,0.36344
589,1.000000144129,-0.27915,0.22311,0.38749,0.44232,-0.48231,0.10602,0.29914,0.36388
590,1.000000143641,-0.27829,0.22389,0.38817,0.44301,-0.48116,0.10701,0.29999,0.36473
591,1.000000143156,-0.27743,0.22439,0.38873,0.44353,-0.48002,0.10767,0.30070,0.36539
592,1.000000142672,-0.27657,0.22516,0.38941,0.44418,-0.47888,0.10865,0.30155,0.36620
593,1.000000142191,-0.27572,0.22567,0.38979,0.44452,-0.47774,0.10931,0.30205,0.36664
594,1.000000141713,-0.27486,0.22643,0.39056,0.44528,-0.47660,0.11028,0.30300,0.36757
595,1.000000141237,-0.27401,0.22693,0.39094,0.44572,-0.47547,0.11094,0.30349,0.36813
596,1.000000140764,-0.27316,0.22770,0.39161,0.44637,-0.47434,0.11191,0.30434,0.36894
597,1.000000140292,-0.27231,0.22820,0.39216,0.44688,-0.47321,0.11257,0.30503,0.36958
598,1.000000139824,-0.27147,0.22896,0.39283,0.44752,-0.47209,0.11353,0.30586,0.37038
599,1.000000139357,-0.27062,0.22945,0.39321,0.44786,-0.47097,0.11418,0.30636,0.37081
600,1.000000138893,-0.26978,0.23021,0.39397,0.44862,-0.46985,0.11514,0.30729,0.37175
601,1.000000138431,-0.26894,0.23070,0.39434,0.44895,-0.46873,0.11579,0.30778,0.37218
602,1.000000137972,-0.26810,0.23146,0.39501,0.44959,-0.46761,0.11674,0.30861,0.37297
603,1.000000137514,-0.26726,0.23195,0.39555,0.45010,-0.46650,0.11739,0.30929,0.37360
604,1.000000137059,-0.26643,0.23270,0.39621,0.45073,-0.46539,0.11834,0.31012,0.37439
605,1.000000136607,-0.26560,0.23319,0.39658,0.45117,-0.46428,0.11898,0.31060,0.37494
606,1.000000136156,-0.26476,0.23393,0.39733,0.45190,-0.46318,0.11993,0.31152,0.37584
607,1.000000135708,-0.26393,0.23442,0.39770,0.45223,-0.46208,0.12057,0.31201,0.37627
608,1.000000135262,-0.26311,0.23517,0.39835,0.45286,-0.46098,0.12151,0.31282,0.37704
609,1.000000134818,-0.26228,0.23565,0.39889,0.45336,-0.45988,0.12215,0.31350,0.37767
610,1.000000134376,-0.26145,0.23639,0.39954,0.45401,-0.45879,0.12308,0.31431,0.37847
611,1.000000133937,-0.26063,0.23688,0.39991,0.45434,-0.45770,0.12372,0.31479,0.37890
612,1.000000133499,-0.25981,0.23761,0.40064,0.45507,-0.45661,0.12464,0.31569,0.37979
613,1.000000133064,-0.25899,0.23810,0.40101,0.45539,-0.45552,0.12528,0.31617,0.38021
614,1.000000132631,-0.25817,0.23883,0.40166,0.45601,-0.45444,0.12620,0.31698,0.38097
615,1.000000132200,-0.25736,0.23931,0.40218,0.45656,-0.45336,0.12684,0.31764,0.38166
616,1.000000131771,-0.25654,0.24004,0.40282,0.45718,-0.45228,0.12775,0.31844,0.38242
617,1.000000131344,-0.25573,0.24052,0.40319,0.45750,-0.45120,0.12838,0.31891,0.38284
618,1.000000130920,-0.25492,0.24124,0.40391,0.45822,-0.45013,0.12930,0.31980,0.38371
619,1.000000130497,-0.25411,0.24172,0.40428,0.45854,-0.44905,0.12992,0.32028,0.38413
620,1.000000130076,-0.25330,0.24244,0.40491,0.45918,-0.44798,0.13083,0.32107,0.38492
621,1.000000129658,-0.25249,0.24292,0.40543,0.45967,-0.44692,0.13146,0.32172,0.38552
622,1.000000129241,-0.25169,0.24364,0.40606,0.46027,-0.44585,0.13236,0.32251,0.38627
623,1.000000128827,-0.25089,0.24411,0.40643,0.46059,-0.44479,0.13299,0.32298,0.38669
624,1.000000128414,-0.25009,0.24483,0.40714,0.46130,-0.44373,0.13388,0.32385,0.38755
625,1.000000128003,-0.24929,0.24530,0.40750,0.46171,-0.44267,0.13450,0.32432,0.38807
626,1.000000127595,-0.24849,0.24601,0.40813,0.46231,-0.44162,0.13540,0.32510,0.38881
627,1.000000127188,-0.24769,0.24648,0.40864,0.46279,-0.44057,0.13602,0.32574,0.38941
628,1.000000126783,-0.24690,0.24719,0.40926,0.46339,-0.43952,0.13691,0.32652,0.39015
629,1.000000126381,-0.24611,0.24766,0.40962,0.46371,-0.43847,0.13752,0.32698,0.39056
630,1.000000125980,-0.24532,0.24836,0.41032,0.46441,-0.43742,0.13841,0.32785,0.39142
631,1.000000125581,-0.24453,0.24883,0.41068,0.46473,-0.43638,0.13902,0.32831,0.39183
632,1.000000125184,-0.24374,0.24953,0.41130,0.46532,-0.43534,0.13990,0.32908,0.39256
633,1.000000124788,-0.24295,0.25000,0.41180,0.46580,-0.43430,0.14051,0.32971,0.39315
634,1.000000124395,-0.24217,0.25070,0.41242,0.46639,-0.43326,0.14139,0.33047,0.39387
635,1.000000124004,-0.24138,0.25116,0.41277,0.46679,-0.43223,0.14200,0.33093,0.39439
636,1.000000123614,-0.24060,0.25186,0.41346,0.46748,-0.43120,0.14287,0.33178,0.39522
637,1.000000123226,-0.23982,0.25232,0.41382,0.46779,-0.43017,0.14348,0.33224,0.39562
638,1.000000122840,-0.23904,0.25301,0.41443,0.46837,-0.42914,0.14434,0.33300,0.39634
639,1.000000122456,-0.23827,0.25347,0.41493,0.46884,-0.42812,0.14495,0.33362,0.39692
640,1.000000122073,-0.23749,0.25416,0.41553,0.46945,-0.42710,0.14581,0.33437,0.39767
641,1.000000121693,-0.23672,0.25462,0.41588,0.46976,-0.42608,0.14641,0.33483,0.39807
642,1.000000121314,-0.23595,0.25531,0.41656,0.47043,-0.42506,0.14727,0.33566,0.39889
643,1.000000120937,-0.23518,0.25576,0.41691,0.47074,-0.42404,0.14787,0.33612,0.39929
644,1.000000120562,-0.23441,0.25645,0.41752,0.47132,-0.42303,0.14873,0.33686,0.40000
645,1.000000120188,-0.23364,0.25690,0.41801,0.47183,-0.42202,0.14932,0.33748,0.40063
646,1.000000119816,-0.23287,0.25758,0.41861,0.47241,-0.42101,0.15017,0.33822,0.40134
647,1.000000119446,-0.23211,0.25804,0.41895,0.47272,-0.42000,0.15077,0.33867,0.40173
648,1.000000119078,-0.23135,0.25871,0.41963,0.47338,-0.41900,0.15161,0.33949,0.40254
649,1.000000118711,-0.23059,0.25916,0.41997,0.47369,-0.41800,0.15220,0.33994,0.40294
650,1.000000118346,-0.22983,0.25984,0.42057,0.47428,-0.41700,0.15305,0.34067,0.40366
651,1.000000117983,-0.22907,0.26029,0.42105,0.47473,-0.41600,0.15364,0.34128,0.40423
652,1.000000117621,-0.22831,0.26096,0.42164,0.47530,-0.41500,0.15448,0.34201,0.40492
653,1.000000117261,-0.22756,0.26141,0.42199,0.47560,-0.41401,0.15506,0.34245,0.40531
654,1.000000116903,-0.22680,0.26207,0.42265,0.47626,-0.41302,0.15590,0.34326,0.40611
655,1.000000116546,-0.22605,0.26252,0.42299,0.47665,-0.41203,0.15648,0.34371,0.40660
656,1.000000116191,-0.22530,0.26319,0.42358,0.47721,-0.41104,0.15731,0.34443,0.40729
657,1.000000115838,-0.22455,0.26363,0.42405,0.47766,-0.41005,0.15789,0.34503,0.40784
658,1.000000115486,-0.22380,0.26429,0.42464,0.47821,-0.40907,0.15872,0.34575,0.40853
659,1.000000115136,-0.22306,0.26474,0.42498,0.47852,-0.40809,0.15930,0.34619,0.40892
660,1.000000114787,-0.22231,0.26540,0.42563,0.47917,-0.40711,0.16012,0.34699,0.40971
661,1.000000114440,-0.22157,0.26584,0.42597,0.47947,-0.40614,0.16070,0.34742,0.41010
662,1.000000114094,-0.22083,0.26650,0.42655,0.48003,-0.40516,0.16152,0.34814,0.41078
663,1.000000113751,-0.22008,0.26694,0.42702,0.48047,-0.40419,0.16209,0.34873,0.41133
664,1.000000113408,-0.21935,0.26759,0.42759,0.48102,-0.40322,0.16291,0.34944,0.41200
