N,e^delta,LemmaBound_NoMollifier,LemmaBound_Mollifier2,LemmaBound_Mollifier3,LemmaBound_Mollifier5,TriangleBound_NoMollifier,TriangleBound_Mollifier2,TriangleBound_Mollifier3,TriangleBound_Mollifier5
1475,1.000000022982,0.12042,0.51423,0.64483,0.68786,0.02614,0.46539,0.61126,0.65943
1476,1.000000022951,0.12066,0.51442,0.64501,0.68803,0.02644,0.46561,0.61146,0.65963
1477,1.000000022920,0.12090,0.51457,0.64513,0.68814,0.02674,0.46580,0.61161,0.65976
1478,1.000000022889,0.12115,0.51477,0.64529,0.68830,0.02703,0.46602,0.61180,0.65993
1479,1.000000022858,0.12139,0.51492,0.64544,0.68843,0.02733,0.46621,0.61197,0.66009
1480,1.000000022827,0.12163,0.51511,0.64560,0.68859,0.02763,0.46643,0.61216,0.66027
1481,1.000000022796,0.12187,0.51526,0.64572,0.68870,0.02792,0.46662,0.61230,0.66040
1482,1.000000022765,0.12212,0.51545,0.64590,0.68887,0.02822,0.46684,0.61250,0.66059
1483,1.000000022735,0.12236,0.51561,0.64602,0.68898,0.02851,0.46702,0.61265,0.66072
1484,1.000000022704,0.12260,0.51580,0.64618,0.68913,0.02880,0.46725,0.61284,0.66090
1485,1.000000022674,0.12284,0.51595,0.64632,0.68927,0.02910,0.46743,0.61300,0.66106
1486,1.000000022643,0.12308,0.51614,0.64649,0.68942,0.02939,0.46765,0.61319,0.66123
1487,1.000000022613,0.12332,0.51629,0.64661,0.68953,0.02968,0.46783,0.61333,0.66136
1488,1.000000022582,0.12356,0.51648,0.64678,0.68970,0.02998,0.46806,0.61354,0.66155
1489,1.000000022552,0.12380,0.51663,0.64690,0.68981,0.03027,0.46824,0.61368,0.66168
1490,1.000000022522,0.12404,0.51682,0.64707,0.68996,0.03056,0.46846,0.61386,0.66186
1491,1.000000022491,0.12428,0.51698,0.64721,0.69009,0.03086,0.46864,0.61403,0.66201
1492,1.000000022461,0.12452,0.51716,0.64737,0.69025,0.03115,0.46886,0.61422,0.66219
1493,1.000000022431,0.12476,0.51732,0.64749,0.69035,0.03144,0.46904,0.61436,0.66232
1494,1.000000022401,0.12500,0.51750,0.64766,0.69052,0.03173,0.46927,0.61456,0.66251
1495,1.000000022371,0.12524,0.51766,0.64778,0.69064,0.03202,0.46945,0.61470,0.66265
1496,1.000000022341,0.12548,0.51784,0.64794,0.69079,0.03231,0.46967,0.61489,0.66282
1497,1.000000022312,0.12572,0.51799,0.64809,0.69092,0.03260,0.46985,0.61505,0.66297
1498,1.000000022282,0.12596,0.51818,0.64825,0.69107,0.03289,0.47007,0.61524,0.66314
1499,1.000000022252,0.12620,0.51833,0.64837,0.69118,0.03318,0.47025,0.61538,0.66327
1500,1.000000022222,0.12643,0.51852,0.64854,0.69135,0.03347,0.47047,0.61558,0.66346
1501,1.000000022193,0.12667,0.51867,0.64866,0.69146,0.03376,0.47065,0.61572,0.66359
1502,1.000000022163,0.12691,0.51886,0.64882,0.69161,0.03405,0.47087,0.61590,0.66376
1503,1.000000022134,0.12715,0.51901,0.64896,0.69174,0.03434,0.47104,0.61607,0.66391
1504,1.000000022104,0.12738,0.51919,0.64912,0.69188,0.03463,0.47126,0.61625,0.66408
1505,1.000000022075,0.12762,0.51934,0.64924,0.69200,0.03491,0.47144,0.61639,0.66422
1506,1.000000022046,0.12786,0.51953,0.64941,0.69217,0.03520,0.47166,0.61659,0.66441
1507,1.000000022016,0.12809,0.51968,0.64953,0.69228,0.03549,0.47184,0.61673,0.66454
1508,1.000000021987,0.12833,0.51986,0.64968,0.69242,0.03578,0.47206,0.61691,0.66471
1509,1.000000021958,0.12856,0.52001,0.64982,0.69255,0.03606,0.47223,0.61708,0.66486
1510,1.000000021929,0.12880,0.52020,0.64998,0.69271,0.03635,0.47245,0.61726,0.66503
1511,1.000000021900,0.12904,0.52035,0.65010,0.69281,0.03664,0.47263,0.61740,0.66516
1512,1.000000021871,0.12927,0.52053,0.65027,0.69298,0.03692,0.47285,0.61760,0.66534
1513,1.000000021842,0.12951,0.52068,0.65039,0.69308,0.03721,0.47302,0.61774,0.66547
1514,1.000000021813,0.12974,0.52086,0.65055,0.69323,0.03749,0.47324,0.61792,0.66564
1515,1.000000021784,0.12997,0.52101,0.65069,0.69337,0.03778,0.47342,0.61808,0.66580
1516,1.000000021756,0.13021,0.52120,0.65084,0.69351,0.03806,0.47363,0.61826,0.66596
1517,1.000000021727,0.13044,0.52135,0.65096,0.69362,0.03835,0.47381,0.61840,0.66609
1518,1.000000021698,0.13068,0.52153,0.65113,0.69378,0.03863,0.47403,0.61859,0.66627
1519,1.000000021670,0.13091,0.52168,0.65125,0.69389,0.03892,0.47420,0.61873,0.66640
1520,1.000000021641,0.13114,0.52186,0.65140,0.69404,0.03920,0.47442,0.61891,0.66657
1521,1.000000021613,0.13138,0.52201,0.65154,0.69417,0.03948,0.47459,0.61908,0.66672
1522,1.000000021585,0.13161,0.52219,0.65170,0.69431,0.03977,0.47481,0.61926,0.66689
1523,1.000000021556,0.13184,0.52234,0.65182,0.69442,0.04005,0.47498,0.61939,0.66701
1524,1.000000021528,0.13207,0.52252,0.65198,0.69458,0.04033,0.47520,0.61959,0.66719
1525,1.000000021500,0.13231,0.52267,0.65210,0.69470,0.04061,0.47537,0.61972,0.66733
1526,1.000000021472,0.13254,0.52285,0.65226,0.69484,0.04089,0.47559,0.61990,0.66750
1527,1.000000021443,0.13277,0.52300,0.65239,0.69497,0.04118,0.47576,0.62006,0.66765
1528,1.000000021415,0.13300,0.52318,0.65255,0.69511,0.04146,0.47597,0.62024,0.66781
1529,1.000000021387,0.13323,0.52332,0.65266,0.69522,0.04174,0.47615,0.62038,0.66794
1530,1.000000021359,0.13346,0.52350,0.65283,0.69538,0.04202,0.47636,0.62057,0.66812
1531,1.000000021332,0.13370,0.52365,0.65295,0.69549,0.04230,0.47654,0.62071,0.66824
1532,1.000000021304,0.13393,0.52383,0.65310,0.69563,0.04258,0.47675,0.62089,0.66841
1533,1.000000021276,0.13416,0.52398,0.65324,0.69576,0.04286,0.47692,0.62105,0.66855
1534,1.000000021248,0.13439,0.52416,0.65339,0.69590,0.04314,0.47713,0.62123,0.66872
1535,1.000000021220,0.13462,0.52430,0.65351,0.69602,0.04342,0.47731,0.62136,0.66886
1536,1.000000021193,0.13485,0.52448,0.65367,0.69617,0.04370,0.47752,0.62155,0.66904
1537,1.000000021165,0.13508,0.52463,0.65379,0.69628,0.04398,0.47769,0.62169,0.66916
1538,1.000000021138,0.13531,0.52481,0.65394,0.69642,0.04426,0.47790,0.62187,0.66932
1539,1.000000021110,0.13553,0.52495,0.65408,0.69655,0.04453,0.47807,0.62202,0.66947
1540,1.000000021083,0.13576,0.52513,0.65423,0.69670,0.04481,0.47829,0.62220,0.66964
1541,1.000000021056,0.13599,0.52528,0.65435,0.69680,0.04509,0.47846,0.62234,0.66976
1542,1.000000021028,0.13622,0.52546,0.65451,0.69696,0.04537,0.47867,0.62253,0.66994
1543,1.000000021001,0.13645,0.52560,0.65463,0.69706,0.04564,0.47884,0.62266,0.67006
1544,1.000000020974,0.13668,0.52578,0.65478,0.69720,0.04592,0.47905,0.62284,0.67022
1545,1.000000020947,0.13691,0.52593,0.65491,0.69734,0.04620,0.47922,0.62299,0.67038
1546,1.000000020920,0.13713,0.52610,0.65507,0.69748,0.04647,0.47943,0.62317,0.67054
1547,1.000000020893,0.13736,0.52625,0.65518,0.69758,0.04675,0.47960,0.62330,0.67066
1548,1.000000020866,0.13759,0.52643,0.65534,0.69774,0.04703,0.47981,0.62349,0.67084
1549,1.000000020839,0.13781,0.52657,0.65546,0.69784,0.04730,0.47998,0.62363,0.67096
1550,1.000000020812,0.13804,0.52675,0.65561,0.69799,0.04758,0.48019,0.62380,0.67113
1551,1.000000020785,0.13827,0.52689,0.65574,0.69811,0.04785,0.48036,0.62396,0.67127
1552,1.000000020758,0.13849,0.52707,0.65590,0.69825,0.04813,0.48057,0.62413,0.67143
1553,1.000000020731,0.13872,0.52721,0.65601,0.69835,0.04840,0.48074,0.62427,0.67155
1554,1.000000020705,0.13895,0.52739,0.65617,0.69851,0.04867,0.48095,0.62445,0.67173
1555,1.000000020678,0.13917,0.52753,0.65629,0.69862,0.04895,0.48112,0.62459,0.67186
1556,1.000000020652,0.13940,0.52771,0.65644,0.69876,0.04922,0.48132,0.62476,0.67203
1557,1.000000020625,0.13962,0.52785,0.65657,0.69889,0.04950,0.48149,0.62492,0.67217
1558,1.000000020599,0.13985,0.52803,0.65672,0.69903,0.04977,0.48170,0.62509,0.67233
1559,1.000000020572,0.14007,0.52817,0.65683,0.69913,0.05004,0.48187,0.62522,0.67245
1560,1.000000020546,0.14030,0.52834,0.65699,0.69929,0.05031,0.48207,0.62541,0.67263
1561,1.000000020519,0.14052,0.52849,0.65711,0.69939,0.05059,0.48224,0.62554,0.67275
1562,1.000000020493,0.14075,0.52866,0.65726,0.69953,0.05086,0.48245,0.62571,0.67291
1563,1.000000020467,0.14097,0.52880,0.65739,0.69965,0.05113,0.48262,0.62587,0.67305
1564,1.000000020441,0.14119,0.52898,0.65754,0.69979,0.05140,0.48282,0.62604,0.67321
1565,1.000000020415,0.14142,0.52912,0.65765,0.69990,0.05167,0.48299,0.62617,0.67334
1566,1.000000020389,0.14164,0.52930,0.65781,0.70006,0.05194,0.48320,0.62636,0.67352
1567,1.000000020363,0.14186,0.52944,0.65792,0.70016,0.05221,0.48336,0.62649,0.67363
1568,1.000000020337,0.14209,0.52961,0.65807,0.70030,0.05248,0.48357,0.62666,0.67379
1569,1.000000020311,0.14231,0.52975,0.65820,0.70042,0.05276,0.48374,0.62681,0.67393
1570,1.000000020285,0.14253,0.52993,0.65835,0.70056,0.05302,0.48394,0.62699,0.67410
1571,1.000000020259,0.14275,0.53007,0.65847,0.70066,0.05329,0.48411,0.62712,0.67422
1572,1.000000020233,0.14298,0.53024,0.65862,0.70082,0.05356,0.48431,0.62730,0.67439
1573,1.000000020208,0.14320,0.53038,0.65874,0.70092,0.05383,0.48448,0.62743,0.67451
1574,1.000000020182,0.14342,0.53055,0.65888,0.70105,0.05410,0.48468,0.62760,0.67467
1575,1.000000020156,0.14364,0.53070,0.65901,0.70118,0.05437,0.48485,0.62775,0.67481
1576,1.000000020131,0.14386,0.53087,0.65916,0.70132,0.05464,0.48505,0.62793,0.67497
1577,1.000000020105,0.14408,0.53101,0.65927,0.70142,0.05491,0.48522,0.62806,0.67509
1578,1.000000020080,0.14430,0.53118,0.65943,0.70157,0.05517,0.48542,0.62824,0.67526
1579,1.000000020054,0.14453,0.53132,0.65954,0.70167,0.05544,0.48559,0.62837,0.67538
1580,1.000000020029,0.14475,0.53149,0.65969,0.70181,0.05571,0.48579,0.62854,0.67554
1581,1.000000020004,0.14497,0.53163,0.65982,0.70193,0.05598,0.48595,0.62869,0.67568
1582,1.000000019978,0.14519,0.53180,0.65997,0.70207,0.05624,0.48615,0.62886,0.67584
1583,1.000000019953,0.14541,0.53194,0.66008,0.70217,0.05651,0.48632,0.62899,0.67595
1584,1.000000019928,0.14563,0.53212,0.66023,0.70232,0.05678,0.48652,0.62917,0.67613
1585,1.000000019903,0.14584,0.53225,0.66035,0.70243,0.05704,0.48669,0.62930,0.67625
1586,1.000000019878,0.14606,0.53243,0.66049,0.70257,0.05731,0.48689,0.62947,0.67641
1587,1.000000019853,0.14628,0.53256,0.66062,0.70269,0.05757,0.48705,0.62962,0.67655
1588,1.000000019828,0.14650,0.53274,0.66077,0.70282,0.05784,0.48725,0.62979,0.67670
1589,1.000000019803,0.14672,0.53287,0.66088,0.70292,0.05810,0.48742,0.62992,0.67682
1590,1.000000019778,0.14694,0.53304,0.66103,0.70308,0.05837,0.48762,0.63009,0.67699
1591,1.000000019753,0.14716,0.53318,0.66114,0.70317,0.05863,0.48778,0.63022,0.67711
1592,1.000000019728,0.14738,0.53335,0.66129,0.70331,0.05890,0.48798,0.63039,0.67726
1593,1.000000019703,0.14759,0.53349,0.66142,0.70343,0.05916,0.48814,0.63054,0.67740
1594,1.000000019679,0.14781,0.53366,0.66156,0.70356,0.05942,0.48834,0.63071,0.67756
1595,1.000000019654,0.14803,0.53380,0.66167,0.70367,0.05969,0.48851,0.63084,0.67768
1596,1.000000019629,0.14825,0.53397,0.66183,0.70382,0.05995,0.48870,0.63101,0.67785
1597,1.000000019605,0.14846,0.53411,0.66194,0.70392,0.06021,0.48887,0.63114,0.67797
1598,1.000000019580,0.14868,0.53427,0.66208,0.70406,0.06048,0.48907,0.63131,0.67812
1599,1.000000019556,0.14890,0.53441,0.66221,0.70417,0.06074,0.48923,0.63146,0.67826
1600,1.000000019531,0.14911,0.53458,0.66235,0.70431,0.06100,0.48943,0.63162,0.67842
1601,1.000000019507,0.14933,0.53472,0.66246,0.70441,0.06126,0.48959,0.63175,0.67853
1602,1.000000019483,0.14954,0.53489,0.66262,0.70456,0.06152,0.48979,0.63193,0.67870
1603,1.000000019458,0.14976,0.53502,0.66272,0.70466,0.06179,0.48995,0.63206,0.67881
1604,1.000000019434,0.14998,0.53519,0.66287,0.70479,0.06205,0.49015,0.63222,0.67897
1605,1.000000019410,0.15019,0.53533,0.66299,0.70491,0.06231,0.49031,0.63237,0.67911
1606,1.000000019386,0.15041,0.53550,0.66314,0.70505,0.06257,0.49050,0.63253,0.67926
1607,1.000000019362,0.15062,0.53563,0.66325,0.70515,0.06283,0.49067,0.63266,0.67938
1608,1.000000019337,0.15084,0.53580,0.66340,0.70529,0.06309,0.49086,0.63284,0.67955
1609,1.000000019313,0.15105,0.53594,0.66351,0.70539,0.06335,0.49102,0.63296,0.67966
1610,1.000000019289,0.15127,0.53610,0.66365,0.70553,0.06361,0.49122,0.63313,0.67982
1611,1.000000019266,0.15148,0.53624,0.66378,0.70564,0.06387,0.49138,0.63327,0.67995
1612,1.000000019242,0.15169,0.53641,0.66392,0.70578,0.06413,0.49158,0.63344,0.68010
1613,1.000000019218,0.15191,0.53654,0.66403,0.70587,0.06439,0.49174,0.63357,0.68022
1614,1.000000019194,0.15212,0.53671,0.66418,0.70602,0.06464,0.49193,0.63374,0.68038
1615,1.000000019170,0.15234,0.53684,0.66429,0.70613,0.06490,0.49209,0.63387,0.68051
1616,1.000000019147,0.15255,0.53701,0.66443,0.70626,0.06516,0.49229,0.63403,0.68066
1617,1.000000019123,0.15276,0.53714,0.66455,0.70638,0.06542,0.49245,0.63418,0.68079
1618,1.000000019099,0.15297,0.53731,0.66469,0.70651,0.06568,0.49264,0.63434,0.68094
1619,1.000000019076,0.15319,0.53745,0.66480,0.70660,0.06593,0.49280,0.63446,0.68106
1620,1.000000019052,0.15340,0.53761,0.66495,0.70675,0.06619,0.49299,0.63464,0.68122
1621,1.000000019029,0.15361,0.53775,0.66506,0.70685,0.06645,0.49315,0.63476,0.68134
1622,1.000000019005,0.15382,0.53791,0.66520,0.70698,0.06670,0.49335,0.63493,0.68149
1623,1.000000018982,0.15404,0.53805,0.66533,0.70709,0.06696,0.49351,0.63507,0.68162
1624,1.000000018958,0.15425,0.53821,0.66547,0.70723,0.06722,0.49370,0.63523,0.68177
1625,1.000000018935,0.15446,0.53834,0.66557,0.70733,0.06747,0.49386,0.63536,0.68189
1626,1.000000018912,0.15467,0.53851,0.66572,0.70748,0.06773,0.49405,0.63553,0.68206
1627,1.000000018888,0.15488,0.53864,0.66583,0.70757,0.06798,0.49421,0.63565,0.68217
1628,1.000000018865,0.15509,0.53881,0.66597,0.70770,0.06824,0.49440,0.63582,0.68232
1629,1.000000018842,0.15530,0.53894,0.66609,0.70782,0.06849,0.49456,0.63596,0.68245
1630,1.000000018819,0.15551,0.53910,0.66623,0.70795,0.06875,0.49475,0.63612,0.68260
1631,1.000000018796,0.15573,0.53924,0.66634,0.70805,0.06900,0.49491,0.63624,0.68271
1632,1.000000018773,0.15594,0.53940,0.66649,0.70819,0.06926,0.49510,0.63642,0.68288
1633,1.000000018750,0.15615,0.53953,0.66660,0.70829,0.06951,0.49526,0.63654,0.68299
1634,1.000000018727,0.15636,0.53970,0.66673,0.70841,0.06977,0.49545,0.63670,0.68314
1635,1.000000018704,0.15657,0.53983,0.66686,0.70854,0.07002,0.49561,0.63684,0.68328
1636,1.000000018681,0.15677,0.53999,0.66700,0.70867,0.07027,0.49580,0.63700,0.68342
1637,1.000000018658,0.15698,0.54013,0.66710,0.70876,0.07053,0.49595,0.63713,0.68354
1638,1.000000018636,0.15719,0.54029,0.66725,0.70890,0.07078,0.49614,0.63730,0.68370
1639,1.000000018613,0.15740,0.54042,0.66736,0.70900,0.07103,0.49630,0.63742,0.68381
1640,1.000000018590,0.15761,0.54058,0.66749,0.70913,0.07128,0.49649,0.63758,0.68396
1641,1.000000018568,0.15782,0.54072,0.66762,0.70924,0.07154,0.49665,0.63772,0.68409
1642,1.000000018545,0.15803,0.54088,0.66776,0.70937,0.07179,0.49684,0.63788,0.68424
1643,1.000000018522,0.15824,0.54101,0.66786,0.70947,0.07204,0.49699,0.63800,0.68435
1644,1.000000018500,0.15844,0.54117,0.66801,0.70961,0.07229,0.49718,0.63817,0.68451
1645,1.000000018477,0.15865,0.54130,0.66811,0.70971,0.07254,0.49734,0.63830,0.68463
1646,1.000000018455,0.15886,0.54147,0.66825,0.70984,0.07279,0.49753,0.63845,0.68478
1647,1.000000018433,0.15907,0.54160,0.66837,0.70995,0.07304,0.49768,0.63860,0.68491
1648,1.000000018410,0.15927,0.54176,0.66851,0.71008,0.07329,0.49787,0.63875,0.68505
1649,1.000000018388,0.15948,0.54189,0.66861,0.71018,0.07354,0.49803,0.63888,0.68516
1650,1.000000018366,0.15969,0.54205,0.66876,0.71032,0.07379,0.49821,0.63904,0.68532
1651,1.000000018343,0.15989,0.54218,0.66887,0.71041,0.07404,0.49837,0.63917,0.68543
1652,1.000000018321,0.16010,0.54234,0.66900,0.71054,0.07429,0.49856,0.63932,0.68558
1653,1.000000018299,0.16031,0.54247,0.66912,0.71065,0.07454,0.49871,0.63946,0.68571
1654,1.000000018277,0.16051,0.54263,0.66926,0.71078,0.07479,0.49890,0.63962,0.68585
1655,1.000000018255,0.16072,0.54276,0.66936,0.71088,0.07504,0.49905,0.63974,0.68597
1656,1.000000018233,0.16093,0.54292,0.66951,0.71102,0.07529,0.49924,0.63991,0.68613
1657,1.000000018211,0.16113,0.54305,0.66961,0.71112,0.07554,0.49940,0.64003,0.68624
1658,1.000000018189,0.16134,0.54321,0.66975,0.71124,0.07579,0.49958,0.64019,0.68639
1659,1.000000018167,0.16154,0.54334,0.66987,0.71135,0.07603,0.49974,0.64033,0.68651
1660,1.000000018145,0.16175,0.54350,0.67000,0.71148,0.07628,0.49992,0.64048,0.68666
1661,1.000000018123,0.16195,0.54363,0.67011,0.71158,0.07653,0.50008,0.64060,0.68677
1662,1.000000018101,0.16216,0.54379,0.67025,0.71171,0.07678,0.50026,0.64077,0.68693
1663,1.000000018080,0.16236,0.54392,0.67036,0.71181,0.07702,0.50041,0.64089,0.68704
1664,1.000000018058,0.16256,0.54408,0.67049,0.71193,0.07727,0.50060,0.64105,0.68718
1665,1.000000018036,0.16277,0.54421,0.67061,0.71205,0.07752,0.50075,0.64118,0.68732
1666,1.000000018014,0.16297,0.54437,0.67075,0.71218,0.07776,0.50094,0.64134,0.68746
1667,1.000000017993,0.16318,0.54450,0.67085,0.71227,0.07801,0.50109,0.64146,0.68757
1668,1.000000017971,0.16338,0.54465,0.67099,0.71241,0.07825,0.50128,0.64163,0.68772
1669,1.000000017950,0.16358,0.54478,0.67110,0.71250,0.07850,0.50143,0.64175,0.68783
1670,1.000000017928,0.16379,0.54494,0.67123,0.71263,0.07875,0.50161,0.64190,0.68798
1671,1.000000017907,0.16399,0.54507,0.67135,0.71274,0.07899,0.50176,0.64204,0.68810
1672,1.000000017885,0.16419,0.54523,0.67148,0.71286,0.07924,0.50195,0.64219,0.68825
1673,1.000000017864,0.16440,0.54536,0.67159,0.71296,0.07948,0.50210,0.64231,0.68835
1674,1.000000017843,0.16460,0.54551,0.67173,0.71309,0.07973,0.50228,0.64248,0.68851
1675,1.000000017821,0.16480,0.54564,0.67183,0.71319,0.07997,0.50244,0.64259,0.68863
1676,1.000000017800,0.16500,0.54580,0.67196,0.71332,0.08021,0.50262,0.64275,0.68877
1677,1.000000017779,0.16520,0.54593,0.67208,0.71343,0.08046,0.50277,0.64289,0.68890
1678,1.000000017758,0.16541,0.54608,0.67222,0.71355,0.08070,0.50295,0.64304,0.68904
1679,1.000000017737,0.16561,0.54621,0.67232,0.71364,0.08094,0.50310,0.64316,0.68914
1680,1.000000017716,0.16581,0.54637,0.67246,0.71378,0.08119,0.50329,0.64332,0.68930
1681,1.000000017694,0.16601,0.54650,0.67256,0.71387,0.08143,0.50344,0.64344,0.68941
1682,1.000000017673,0.16621,0.54665,0.67269,0.71400,0.08167,0.50362,0.64359,0.68955
1683,1.000000017652,0.16641,0.54678,0.67281,0.71411,0.08192,0.50377,0.64373,0.68967
1684,1.000000017631,0.16661,0.54693,0.67294,0.71423,0.08216,0.50395,0.64388,0.68982
1685,1.000000017611,0.16681,0.54706,0.67305,0.71433,0.08240,0.50410,0.64400,0.68993
1686,1.000000017590,0.16701,0.54722,0.67319,0.71447,0.08264,0.50428,0.64416,0.69009
1687,1.000000017569,0.16721,0.54734,0.67329,0.71456,0.08288,0.50443,0.64428,0.69019
1688,1.000000017548,0.16741,0.54750,0.67342,0.71468,0.08312,0.50461,0.64443,0.69033
1689,1.000000017527,0.16761,0.54763,0.67354,0.71479,0.08337,0.50476,0.64457,0.69046
1690,1.000000017506,0.16781,0.54778,0.67367,0.71491,0.08361,0.50495,0.64472,0.69060
1691,1.000000017486,0.16801,0.54791,0.67377,0.71500,0.08385,0.50509,0.64483,0.69071
1692,1.000000017465,0.16821,0.54806,0.67391,0.71514,0.08409,0.50527,0.64500,0.69086
1693,1.000000017444,0.16841,0.54819,0.67401,0.71523,0.08433,0.50542,0.64511,0.69096
1694,1.000000017424,0.16861,0.54834,0.67414,0.71535,0.08457,0.50560,0.64526,0.69110
1695,1.000000017403,0.16881,0.54847,0.67426,0.71547,0.08481,0.50575,0.64540,0.69123
1696,1.000000017383,0.16901,0.54862,0.67439,0.71559,0.08505,0.50593,0.64555,0.69137
1697,1.000000017362,0.16921,0.54875,0.67449,0.71568,0.08529,0.50608,0.64567,0.69148
1698,1.000000017342,0.16941,0.54890,0.67463,0.71581,0.08553,0.50626,0.64583,0.69163
1699,1.000000017321,0.16960,0.54903,0.67473,0.71590,0.08577,0.50641,0.64594,0.69173
1700,1.000000017301,0.16980,0.54918,0.67486,0.71603,0.08600,0.50659,0.64609,0.69188
1701,1.000000017281,0.17000,0.54931,0.67498,0.71613,0.08624,0.50674,0.64623,0.69200
1702,1.000000017260,0.17020,0.54946,0.67511,0.71625,0.08648,0.50691,0.64638,0.69214
1703,1.000000017240,0.17039,0.54958,0.67521,0.71635,0.08672,0.50706,0.64649,0.69224
1704,1.000000017220,0.17059,0.54974,0.67534,0.71648,0.08696,0.50724,0.64665,0.69239
1705,1.000000017200,0.17079,0.54986,0.67544,0.71658,0.08719,0.50739,0.64677,0.69251
1706,1.000000017180,0.17099,0.55001,0.67557,0.71670,0.08743,0.50757,0.64692,0.69265
1707,1.000000017160,0.17118,0.55014,0.67569,0.71680,0.08767,0.50771,0.64705,0.69277
1708,1.000000017139,0.17138,0.55029,0.67582,0.71692,0.08791,0.50789,0.64720,0.69291
1709,1.000000017119,0.17158,0.55042,0.67592,0.71701,0.08814,0.50804,0.64731,0.69301
1710,1.000000017099,0.17177,0.55057,0.67606,0.71715,0.08838,0.50822,0.64747,0.69316
1711,1.000000017079,0.17197,0.55069,0.67616,0.71724,0.08862,0.50836,0.64759,0.69326
1712,1.000000017059,0.17216,0.55084,0.67628,0.71736,0.08885,0.50854,0.64774,0.69340
1713,1.000000017040,0.17236,0.55097,0.67640,0.71746,0.08909,0.50869,0.64787,0.69352
1714,1.000000017020,0.17256,0.55112,0.67653,0.71758,0.08932,0.50886,0.64802,0.69366
1715,1.000000017000,0.17275,0.55124,0.67663,0.71768,0.08956,0.50901,0.64813,0.69377
1716,1.000000016980,0.17295,0.55139,0.67676,0.71781,0.08980,0.50918,0.64829,0.69392
1717,1.000000016960,0.17314,0.55152,0.67686,0.71790,0.09003,0.50933,0.64840,0.69403
1718,1.000000016940,0.17334,0.55167,0.67699,0.71802,0.09027,0.50951,0.64855,0.69416
1719,1.000000016921,0.17353,0.55179,0.67710,0.71813,0.09050,0.50965,0.64868,0.69428
1720,1.000000016901,0.17373,0.55194,0.67723,0.71825,0.09073,0.50983,0.64883,0.69442
1721,1.000000016881,0.17392,0.55207,0.67733,0.71834,0.09097,0.50997,0.64894,0.69452
1722,1.000000016862,0.17411,0.55222,0.67747,0.71847,0.09120,0.51015,0.64910,0.69467
1723,1.000000016842,0.17431,0.55234,0.67756,0.71855,0.09144,0.51029,0.64921,0.69478
1724,1.000000016823,0.17450,0.55249,0.67769,0.71867,0.09167,0.51047,0.64936,0.69491
1725,1.000000016803,0.17470,0.55261,0.67781,0.71878,0.09190,0.51061,0.64949,0.69504
1726,1.000000016784,0.17489,0.55276,0.67793,0.71890,0.09214,0.51079,0.64964,0.69517
1727,1.000000016764,0.17508,0.55289,0.67803,0.71899,0.09237,0.51093,0.64975,0.69528
1728,1.000000016745,0.17528,0.55303,0.67817,0.71912,0.09260,0.51111,0.64991,0.69542
1729,1.000000016726,0.17547,0.55316,0.67826,0.71921,0.09284,0.51125,0.65002,0.69552
1730,1.000000016706,0.17566,0.55331,0.67839,0.71933,0.09307,0.51143,0.65017,0.69566
1731,1.000000016687,0.17585,0.55343,0.67850,0.71943,0.09330,0.51157,0.65030,0.69578
1732,1.000000016668,0.17605,0.55358,0.67863,0.71955,0.09353,0.51174,0.65044,0.69592
1733,1.000000016648,0.17624,0.55370,0.67873,0.71964,0.09376,0.51189,0.65055,0.69602
1734,1.000000016629,0.17643,0.55385,0.67886,0.71977,0.09400,0.51206,0.65071,0.69616
1735,1.000000016610,0.17662,0.55397,0.67896,0.71986,0.09423,0.51220,0.65082,0.69627
1736,1.000000016591,0.17682,0.55412,0.67908,0.71998,0.09446,0.51238,0.65097,0.69641
1737,1.000000016572,0.17701,0.55424,0.67920,0.72008,0.09469,0.51252,0.65110,0.69653
1738,1.000000016553,0.17720,0.55439,0.67932,0.72020,0.09492,0.51269,0.65124,0.69666
1739,1.000000016534,0.17739,0.55451,0.67942,0.72029,0.09515,0.51284,0.65135,0.69676
1740,1.000000016515,0.17758,0.55466,0.67955,0.72042,0.09538,0.51301,0.65151,0.69691
1741,1.000000016496,0.17777,0.55478,0.67965,0.72051,0.09561,0.51315,0.65162,0.69701
1742,1.000000016477,0.17796,0.55493,0.67977,0.72062,0.09584,0.51332,0.65176,0.69714
1743,1.000000016458,0.17816,0.55505,0.67989,0.72073,0.09607,0.51347,0.65189,0.69726
1744,1.000000016439,0.17835,0.55519,0.68001,0.72084,0.09630,0.51364,0.65203,0.69739
1745,1.000000016420,0.17854,0.55532,0.68011,0.72094,0.09653,0.51378,0.65215,0.69750
1746,1.000000016401,0.17873,0.55546,0.68024,0.72106,0.09676,0.51395,0.65230,0.69765
1747,1.000000016383,0.17892,0.55558,0.68034,0.72115,0.09699,0.51409,0.65241,0.69775
1748,1.000000016364,0.17911,0.55573,0.68046,0.72127,0.09722,0.51426,0.65255,0.69788
1749,1.000000016345,0.17930,0.55585,0.68057,0.72137,0.09744,0.51441,0.65268,0.69800
1750,1.000000016327,0.17949,0.55600,0.68070,0.72149,0.09767,0.51458,0.65282,0.69813
1751,1.000000016308,0.17968,0.55612,0.68079,0.72157,0.09790,0.51472,0.65294,0.69823
