N,bound,boundtype
69918,0.045845181,lemma_euler5
69919,0.045847004,lemma_euler5
69920,0.045851838,lemma_euler5
69921,0.045855218,lemma_euler5
69922,0.045859783,lemma_euler5
69923,0.045861606,lemma_euler5
69924,0.045867099,lemma_euler5
69925,0.045869825,lemma_euler5
69926,0.045874389,lemma_euler5
69927,0.045877769,lemma_euler5
69928,0.045882333,lemma_euler5
69929,0.045884156,lemma_euler5
69930,0.045889773,lemma_euler5
69931,0.045891595,lemma_euler5
69932,0.04589616,lemma_euler5
69933,0.045899538,lemma_euler5
69934,0.045904102,lemma_euler5
69935,0.045906827,lemma_euler5
69936,0.045912319,lemma_euler5
69937,0.045914142,lemma_euler5
69938,0.045918706,lemma_euler5
69939,0.045922084,lemma_euler5
69940,0.045926916,lemma_euler5
69941,0.045928739,lemma_euler5
69942,0.04593423,lemma_euler5
69943,0.045936053,lemma_euler5
69944,0.045940616,lemma_euler5
69945,0.045944569,lemma_euler5
69946,0.045949132,lemma_euler5
69947,0.045950955,lemma_euler5
69948,0.045956446,lemma_euler5
69949,0.045958268,lemma_euler5
69950,0.045963099,lemma_euler5
69951,0.045966477,lemma_euler5
69952,0.045971039,lemma_euler5
69953,0.045972862,lemma_euler5
69954,0.045978351,lemma_euler5
69955,0.045981075,lemma_euler5
69956,0.045985638,lemma_euler5
69957,0.045989015,lemma_euler5
69958,0.045993577,lemma_euler5
69959,0.045995399,lemma_euler5
69960,0.046001012,lemma_euler5
69961,0.046002835,lemma_euler5
69962,0.046007396,lemma_euler5
69963,0.046010773,lemma_euler5
69964,0.046015334,lemma_euler5
69965,0.046018058,lemma_euler5
69966,0.046023546,lemma_euler5
69967,0.046025369,lemma_euler5
69968,0.046029929,lemma_euler5
69969,0.046033306,lemma_euler5
69970,0.046038135,lemma_euler5
69971,0.046039957,lemma_euler5
69972,0.046045446,lemma_euler5
69973,0.046047268,lemma_euler5
69974,0.046051828,lemma_euler5
69975,0.046055778,lemma_euler5
69976,0.046060339,lemma_euler5
69977,0.046062161,lemma_euler5
69978,0.046067648,lemma_euler5
69979,0.04606947,lemma_euler5
69980,0.046074299,lemma_euler5
69981,0.046077675,lemma_euler5
69982,0.046082234,lemma_euler5
69983,0.046084056,lemma_euler5
69984,0.046089543,lemma_euler5
69985,0.046092265,lemma_euler5
69986,0.046096824,lemma_euler5
69987,0.0461002,lemma_euler5
69988,0.046104759,lemma_euler5
69989,0.046106581,lemma_euler5
69990,0.046112191,lemma_euler5
69991,0.046114012,lemma_euler5
69992,0.046118571,lemma_euler5
69993,0.046121946,lemma_euler5
69994,0.046126505,lemma_euler5
69995,0.046129227,lemma_euler5
69996,0.046134712,lemma_euler5
69997,0.046136534,lemma_euler5
69998,0.046141092,lemma_euler5
69999,0.046144467,lemma_euler5
70000,0.046149293,lemma_euler5
70001,0.046151115,lemma_euler5
70002,0.046156599,lemma_euler5
70003,0.046158421,lemma_euler5
70004,0.046162979,lemma_euler5
70005,0.046166927,lemma_euler5
70006,0.046171485,lemma_euler5
70007,0.046173306,lemma_euler5
70008,0.04617879,lemma_euler5
70009,0.046180611,lemma_euler5
70010,0.046185437,lemma_euler5
70011,0.046188811,lemma_euler5
70012,0.046193368,lemma_euler5
70013,0.046195189,lemma_euler5
70014,0.046200672,lemma_euler5
70015,0.046203394,lemma_euler5
70016,0.04620795,lemma_euler5
70017,0.046211324,lemma_euler5
70018,0.046215881,lemma_euler5
70019,0.046217702,lemma_euler5
70020,0.046223308,lemma_euler5
70021,0.046225129,lemma_euler5
70022,0.046229685,lemma_euler5
70023,0.046233059,lemma_euler5
70024,0.046237614,lemma_euler5
70025,0.046240335,lemma_euler5
70026,0.046245817,lemma_euler5
70027,0.046247638,lemma_euler5
70028,0.046252194,lemma_euler5
70029,0.046255566,lemma_euler5
70030,0.04626039,lemma_euler5
70031,0.046262211,lemma_euler5
70032,0.046267692,lemma_euler5
70033,0.046269513,lemma_euler5
70034,0.046274068,lemma_euler5
70035,0.046278015,lemma_euler5
70036,0.04628257,lemma_euler5
70037,0.04628439,lemma_euler5
70038,0.04628987,lemma_euler5
70039,0.046291692,lemma_euler5
70040,0.046296514,lemma_euler5
70041,0.046299886,lemma_euler5
70042,0.046304441,lemma_euler5
70043,0.046306261,lemma_euler5
70044,0.046311741,lemma_euler5
70045,0.046314461,lemma_euler5
70046,0.046319015,lemma_euler5
70047,0.046322387,lemma_euler5
70048,0.046326941,lemma_euler5
70049,0.046328761,lemma_euler5
70050,0.046334364,lemma_euler5
70051,0.046336185,lemma_euler5
70052,0.046340738,lemma_euler5
70053,0.04634411,lemma_euler5
70054,0.046348663,lemma_euler5
70055,0.046351382,lemma_euler5
70056,0.046356861,lemma_euler5
70057,0.046358681,lemma_euler5
70058,0.046363234,lemma_euler5
70059,0.046366605,lemma_euler5
70060,0.046371426,lemma_euler5
70061,0.046373246,lemma_euler5
70062,0.046378724,lemma_euler5
70063,0.046380544,lemma_euler5
70064,0.046385097,lemma_euler5
70065,0.046389041,lemma_euler5
70066,0.046393593,lemma_euler5
70067,0.046395413,lemma_euler5
70068,0.04640089,lemma_euler5
70069,0.04640271,lemma_euler5
70070,0.04640753,lemma_euler5
70071,0.046410901,lemma_euler5
70072,0.046415453,lemma_euler5
70073,0.046417273,lemma_euler5
70074,0.046422749,lemma_euler5
70075,0.046425468,lemma_euler5
70076,0.046430019,lemma_euler5
70077,0.046433389,lemma_euler5
70078,0.04643794,lemma_euler5
70079,0.04643976,lemma_euler5
70080,0.046445359,lemma_euler5
70081,0.046447179,lemma_euler5
70082,0.04645173,lemma_euler5
70083,0.0464551,lemma_euler5
70084,0.04645965,lemma_euler5
70085,0.046462369,lemma_euler5
70086,0.046467844,lemma_euler5
70087,0.046469663,lemma_euler5
70088,0.046474214,lemma_euler5
70089,0.046477583,lemma_euler5
70090,0.046482401,lemma_euler5
70091,0.04648422,lemma_euler5
70092,0.046489695,lemma_euler5
70093,0.046491514,lemma_euler5
70094,0.046496064,lemma_euler5
70095,0.046500006,lemma_euler5
70096,0.046504556,lemma_euler5
70097,0.046506375,lemma_euler5
70098,0.046511849,lemma_euler5
70099,0.046513668,lemma_euler5
70100,0.046518485,lemma_euler5
70101,0.046521854,lemma_euler5
70102,0.046526403,lemma_euler5
70103,0.046528222,lemma_euler5
70104,0.046533696,lemma_euler5
70105,0.046536413,lemma_euler5
70106,0.046540962,lemma_euler5
70107,0.04654433,lemma_euler5
70108,0.046548879,lemma_euler5
70109,0.046550697,lemma_euler5
70110,0.046556293,lemma_euler5
70111,0.046558113,lemma_euler5
70112,0.046562661,lemma_euler5
70113,0.046566029,lemma_euler5
70114,0.046570576,lemma_euler5
70115,0.046573294,lemma_euler5
70116,0.046578765,lemma_euler5
70117,0.046580585,lemma_euler5
70118,0.046585132,lemma_euler5
70119,0.0465885,lemma_euler5
70120,0.046593315,lemma_euler5
70121,0.046595134,lemma_euler5
70122,0.046600605,lemma_euler5
70123,0.046602424,lemma_euler5
70124,0.046606971,lemma_euler5
70125,0.04661091,lemma_euler5
70126,0.046615457,lemma_euler5
70127,0.046617276,lemma_euler5
70128,0.046622746,lemma_euler5
70129,0.046624565,lemma_euler5
70130,0.046629379,lemma_euler5
70131,0.046632746,lemma_euler5
70132,0.046637293,lemma_euler5
70133,0.046639112,lemma_euler5
70134,0.046644581,lemma_euler5
70135,0.046647297,lemma_euler5
70136,0.046651843,lemma_euler5
70137,0.04665521,lemma_euler5
70138,0.046659755,lemma_euler5
70139,0.046661574,lemma_euler5
70140,0.046667167,lemma_euler5
70141,0.046668985,lemma_euler5
70142,0.046673531,lemma_euler5
70143,0.046676897,lemma_euler5
70144,0.046681442,lemma_euler5
70145,0.046684157,lemma_euler5
70146,0.046689626,lemma_euler5
70147,0.046691444,lemma_euler5
70148,0.04669599,lemma_euler5
70149,0.046699355,lemma_euler5
70150,0.046704168,lemma_euler5
70151,0.046705986,lemma_euler5
70152,0.046711454,lemma_euler5
70153,0.046713272,lemma_euler5
70154,0.046717816,lemma_euler5
70155,0.046721754,lemma_euler5
70156,0.046726298,lemma_euler5
70157,0.046728116,lemma_euler5
70158,0.046733584,lemma_euler5
70159,0.046735401,lemma_euler5
70160,0.046740212,lemma_euler5
70161,0.046743578,lemma_euler5
70162,0.046748122,lemma_euler5
70163,0.046749939,lemma_euler5
70164,0.046755406,lemma_euler5
70165,0.046758121,lemma_euler5
70166,0.046762664,lemma_euler5
70167,0.046766029,lemma_euler5
70168,0.046770572,lemma_euler5
70169,0.04677239,lemma_euler5
70170,0.046777979,lemma_euler5
70171,0.046779797,lemma_euler5
70172,0.04678434,lemma_euler5
70173,0.046787704,lemma_euler5
70174,0.046792247,lemma_euler5
70175,0.046794961,lemma_euler5
70176,0.046800426,lemma_euler5
70177,0.046802244,lemma_euler5
70178,0.046806786,lemma_euler5
70179,0.04681015,lemma_euler5
70180,0.04681496,lemma_euler5
70181,0.046816777,lemma_euler5
70182,0.046822242,lemma_euler5
70183,0.046824059,lemma_euler5
70184,0.046828601,lemma_euler5
70185,0.046832536,lemma_euler5
70186,0.046837078,lemma_euler5
70187,0.046838895,lemma_euler5
70188,0.046844359,lemma_euler5
70189,0.046846177,lemma_euler5
70190,0.046850985,lemma_euler5
70191,0.046854348,lemma_euler5
70192,0.046858889,lemma_euler5
70193,0.046860707,lemma_euler5
70194,0.04686617,lemma_euler5
70195,0.046868883,lemma_euler5
70196,0.046873424,lemma_euler5
70197,0.046876787,lemma_euler5
70198,0.046881328,lemma_euler5
70199,0.046883145,lemma_euler5
70200,0.046888731,lemma_euler5
70201,0.046890548,lemma_euler5
70202,0.046895088,lemma_euler5
70203,0.046898451,lemma_euler5
70204,0.046902991,lemma_euler5
70205,0.046905703,lemma_euler5
70206,0.046911166,lemma_euler5
70207,0.046912982,lemma_euler5
70208,0.046917522,lemma_euler5
70209,0.046920885,lemma_euler5
70210,0.046925691,lemma_euler5
70211,0.046927508,lemma_euler5
70212,0.046932969,lemma_euler5
70213,0.046934786,lemma_euler5
70214,0.046939325,lemma_euler5
70215,0.046943258,lemma_euler5
70216,0.046947797,lemma_euler5
70217,0.046949614,lemma_euler5
70218,0.046955075,lemma_euler5
70219,0.046956891,lemma_euler5
70220,0.046961697,lemma_euler5
70221,0.046965058,lemma_euler5
70222,0.046969597,lemma_euler5
70223,0.046971413,lemma_euler5
70224,0.046976874,lemma_euler5
70225,0.046979585,lemma_euler5
70226,0.046984123,lemma_euler5
70227,0.046987485,lemma_euler5
70228,0.046992023,lemma_euler5
70229,0.046993839,lemma_euler5
70230,0.046999421,lemma_euler5
70231,0.047001238,lemma_euler5
70232,0.047005775,lemma_euler5
70233,0.047009136,lemma_euler5
70234,0.047013673,lemma_euler5
70235,0.047016385,lemma_euler5
70236,0.047021844,lemma_euler5
70237,0.04702366,lemma_euler5
70238,0.047028197,lemma_euler5
70239,0.047031558,lemma_euler5
70240,0.047036361,lemma_euler5
70241,0.047038178,lemma_euler5
70242,0.047043636,lemma_euler5
70243,0.047045452,lemma_euler5
70244,0.047049989,lemma_euler5
70245,0.047053919,lemma_euler5
70246,0.047058455,lemma_euler5
70247,0.047060271,lemma_euler5
70248,0.047065729,lemma_euler5
70249,0.047067545,lemma_euler5
70250,0.047072347,lemma_euler5
70251,0.047075708,lemma_euler5
70252,0.047080243,lemma_euler5
70253,0.047082059,lemma_euler5
70254,0.047087516,lemma_euler5
70255,0.047090227,lemma_euler5
70256,0.047094762,lemma_euler5
70257,0.047098122,lemma_euler5
70258,0.047102656,lemma_euler5
70259,0.047104473,lemma_euler5
70260,0.047110052,lemma_euler5
70261,0.047111867,lemma_euler5
70262,0.047116402,lemma_euler5
70263,0.047119761,lemma_euler5
70264,0.047124296,lemma_euler5
70265,0.047127006,lemma_euler5
70266,0.047132462,lemma_euler5
70267,0.047134277,lemma_euler5
70268,0.047138811,lemma_euler5
70269,0.04714217,lemma_euler5
70270,0.047146971,lemma_euler5
70271,0.047148787,lemma_euler5
70272,0.047154242,lemma_euler5
70273,0.047156057,lemma_euler5
70274,0.047160591,lemma_euler5
70275,0.047164519,lemma_euler5
70276,0.047169053,lemma_euler5
70277,0.047170869,lemma_euler5
70278,0.047176323,lemma_euler5
70279,0.047178138,lemma_euler5
70280,0.047182938,lemma_euler5
70281,0.047186296,lemma_euler5
70282,0.047190829,lemma_euler5
70283,0.047192645,lemma_euler5
70284,0.047198098,lemma_euler5
70285,0.047200807,lemma_euler5
70286,0.04720534,lemma_euler5
70287,0.047208698,lemma_euler5
70288,0.04721323,lemma_euler5
70289,0.047215046,lemma_euler5
70290,0.047220621,lemma_euler5
70291,0.047222436,lemma_euler5
70292,0.047226968,lemma_euler5
70293,0.047230326,lemma_euler5
70294,0.047234857,lemma_euler5
70295,0.047237567,lemma_euler5
70296,0.047243018,lemma_euler5
70297,0.047244833,lemma_euler5
70298,0.047249365,lemma_euler5
70299,0.047252723,lemma_euler5
70300,0.04725752,lemma_euler5
70301,0.047259335,lemma_euler5
70302,0.047264787,lemma_euler5
70303,0.047266601,lemma_euler5
70304,0.047271133,lemma_euler5
70305,0.047275059,lemma_euler5
70306,0.04727959,lemma_euler5
70307,0.047281405,lemma_euler5
70308,0.047286856,lemma_euler5
70309,0.047288671,lemma_euler5
70310,0.047293468,lemma_euler5
70311,0.047296824,lemma_euler5
70312,0.047301354,lemma_euler5
70313,0.047303169,lemma_euler5
70314,0.047308619,lemma_euler5
70315,0.047311327,lemma_euler5
70316,0.047315857,lemma_euler5
70317,0.047319213,lemma_euler5
70318,0.047323743,lemma_euler5
70319,0.047325558,lemma_euler5
70320,0.04733113,lemma_euler5
70321,0.047332944,lemma_euler5
70322,0.047337474,lemma_euler5
70323,0.047340829,lemma_euler5
70324,0.047345359,lemma_euler5
70325,0.047348066,lemma_euler5
70326,0.047353515,lemma_euler5
70327,0.04735533,lemma_euler5
70328,0.047359858,lemma_euler5
70329,0.047363214,lemma_euler5
70330,0.047368009,lemma_euler5
70331,0.047369823,lemma_euler5
70332,0.047375271,lemma_euler5
70333,0.047377086,lemma_euler5
70334,0.047381614,lemma_euler5
70335,0.047385538,lemma_euler5
70336,0.047390066,lemma_euler5
70337,0.047391881,lemma_euler5
70338,0.047397329,lemma_euler5
70339,0.047399143,lemma_euler5
70340,0.047403937,lemma_euler5
70341,0.047407291,lemma_euler5
70342,0.047411819,lemma_euler5
70343,0.047413633,lemma_euler5
70344,0.04741908,lemma_euler5
70345,0.047421787,lemma_euler5
70346,0.047426314,lemma_euler5
70347,0.047429668,lemma_euler5
70348,0.047434195,lemma_euler5
70349,0.047436009,lemma_euler5
70350,0.047441578,lemma_euler5
70351,0.047443392,lemma_euler5
70352,0.047447919,lemma_euler5
70353,0.047451273,lemma_euler5
70354,0.047455799,lemma_euler5
70355,0.047458506,lemma_euler5
70356,0.047463951,lemma_euler5
70357,0.047465765,lemma_euler5
70358,0.047470292,lemma_euler5
70359,0.047473645,lemma_euler5
70360,0.047478437,lemma_euler5
70361,0.04748025,lemma_euler5
70362,0.047485696,lemma_euler5
70363,0.047487509,lemma_euler5
70364,0.047492035,lemma_euler5
70365,0.047495957,lemma_euler5
70366,0.047500483,lemma_euler5
70367,0.047502296,lemma_euler5
70368,0.04750774,lemma_euler5
70369,0.047509554,lemma_euler5
70370,0.047514346,lemma_euler5
70371,0.047517698,lemma_euler5
70372,0.047522223,lemma_euler5
70373,0.047524036,lemma_euler5
70374,0.04752948,lemma_euler5
70375,0.047532186,lemma_euler5
70376,0.047536711,lemma_euler5
70377,0.047540063,lemma_euler5
70378,0.047544587,lemma_euler5
70379,0.0475464,lemma_euler5
70380,0.047551966,lemma_euler5
70381,0.047553779,lemma_euler5
70382,0.047558303,lemma_euler5
70383,0.047561655,lemma_euler5
70384,0.04756618,lemma_euler5
70385,0.047568884,lemma_euler5
70386,0.047574327,lemma_euler5
70387,0.04757614,lemma_euler5
70388,0.047580664,lemma_euler5
70389,0.047584015,lemma_euler5
70390,0.047588805,lemma_euler5
70391,0.047590618,lemma_euler5
70392,0.047596059,lemma_euler5
70393,0.047597872,lemma_euler5
70394,0.047602395,lemma_euler5
70395,0.047606315,lemma_euler5
70396,0.047610838,lemma_euler5
70397,0.047612651,lemma_euler5
70398,0.047618092,lemma_euler5
70399,0.047619905,lemma_euler5
70400,0.047624694,lemma_euler5
70401,0.047628044,lemma_euler5
70402,0.047632567,lemma_euler5
70403,0.04763438,lemma_euler5
70404,0.04763982,lemma_euler5
70405,0.047642524,lemma_euler5
70406,0.047647046,lemma_euler5
70407,0.047650397,lemma_euler5
70408,0.047654919,lemma_euler5
70409,0.047656732,lemma_euler5
70410,0.047662294,lemma_euler5
70411,0.047664106,lemma_euler5
70412,0.047668628,lemma_euler5
70413,0.047671978,lemma_euler5
70414,0.047676499,lemma_euler5
70415,0.047679203,lemma_euler5
70416,0.047684642,lemma_euler5
70417,0.047686454,lemma_euler5
70418,0.047690975,lemma_euler5
70419,0.047694325,lemma_euler5
70420,0.047699112,lemma_euler5
70421,0.047700924,lemma_euler5
70422,0.047706362,lemma_euler5
70423,0.047708175,lemma_euler5
70424,0.047712695,lemma_euler5
70425,0.047716613,lemma_euler5
70426,0.047721134,lemma_euler5
70427,0.047722945,lemma_euler5
70428,0.047728383,lemma_euler5
70429,0.047730196,lemma_euler5
70430,0.047734982,lemma_euler5
70431,0.047738331,lemma_euler5
70432,0.04774285,lemma_euler5
70433,0.047744663,lemma_euler5
70434,0.0477501,lemma_euler5
70435,0.047752802,lemma_euler5
70436,0.047757322,lemma_euler5
70437,0.04776067,lemma_euler5
70438,0.04776519,lemma_euler5
70439,0.047767002,lemma_euler5
70440,0.047772561,lemma_euler5
70441,0.047774372,lemma_euler5
70442,0.047778891,lemma_euler5
70443,0.04778224,lemma_euler5
70444,0.047786758,lemma_euler5
70445,0.047789461,lemma_euler5
70446,0.047794897,lemma_euler5
70447,0.047796709,lemma_euler5
70448,0.047801227,lemma_euler5
70449,0.047804575,lemma_euler5
70450,0.047809359,lemma_euler5
70451,0.04781117,lemma_euler5
70452,0.047816606,lemma_euler5
70453,0.047818417,lemma_euler5
70454,0.047822935,lemma_euler5
70455,0.047826851,lemma_euler5
70456,0.047831368,lemma_euler5
70457,0.04783318,lemma_euler5
70458,0.047838614,lemma_euler5
70459,0.047840426,lemma_euler5
70460,0.047845209,lemma_euler5
70461,0.047848556,lemma_euler5
70462,0.047853073,lemma_euler5
70463,0.047854885,lemma_euler5
70464,0.047860319,lemma_euler5
70465,0.04786302,lemma_euler5
70466,0.047867537,lemma_euler5
70467,0.047870884,lemma_euler5
70468,0.047875401,lemma_euler5
70469,0.047877212,lemma_euler5
70470,0.047882767,lemma_euler5
70471,0.047884578,lemma_euler5
70472,0.047889095,lemma_euler5
70473,0.047892442,lemma_euler5
70474,0.047896958,lemma_euler5
70475,0.047899658,lemma_euler5
70476,0.047905091,lemma_euler5
70477,0.047906902,lemma_euler5
70478,0.047911418,lemma_euler5
70479,0.047914765,lemma_euler5
70480,0.047919545,lemma_euler5
70481,0.047921357,lemma_euler5
70482,0.047926788,lemma_euler5
70483,0.047928599,lemma_euler5
70484,0.047933115,lemma_euler5
70485,0.047937027,lemma_euler5
70486,0.047941543,lemma_euler5
70487,0.047943354,lemma_euler5
70488,0.047948785,lemma_euler5
70489,0.047950596,lemma_euler5
70490,0.047955376,lemma_euler5
70491,0.047958721,lemma_euler5
70492,0.047963236,lemma_euler5
70493,0.047965047,lemma_euler5
70494,0.047970477,lemma_euler5
70495,0.047973177,lemma_euler5
70496,0.047977692,lemma_euler5
70497,0.047981037,lemma_euler5
70498,0.047985551,lemma_euler5
70499,0.047987362,lemma_euler5
70500,0.047992914,lemma_euler5
70501,0.047994725,lemma_euler5
70502,0.047999238,lemma_euler5
70503,0.048002583,lemma_euler5
70504,0.048007097,lemma_euler5
70505,0.048009796,lemma_euler5
70506,0.048015225,lemma_euler5
70507,0.048017036,lemma_euler5
70508,0.048021549,lemma_euler5
